include_covariates,include_itself,include_motif_information,k_motifs,no_points_after_motif,do_normalization,include_similarity,RMSE,WAPE,MAE,MAPE,Time_Processing,Time_Overall
True,True,2,1,1,True,True,5.1913996,0.047983956,2.7959585,0.068341196,42.848116874694824,167.70673894882202
True,True,2,1,1,True,False,5.193112,0.04802336,2.7982545,0.0685058,47.06561303138733,173.5309281349182
True,True,2,1,1,False,True,5.1824756,0.04791939,2.7921963,0.06823385,42.67631912231445,170.9516360759735
True,True,2,1,1,False,False,5.18456,0.047943406,2.7935958,0.06837658,43.374220848083496,164.14830589294434
True,True,2,1,5,True,True,5.1842227,0.0479161,2.7920046,0.06824963,43.256349086761475,188.9361870288849
True,True,2,1,5,True,False,5.190285,0.047988117,2.796201,0.06841221,43.64204216003418,189.6190152168274
True,True,2,1,5,False,True,5.165941,0.047761325,2.782986,0.067922875,44.039249897003174,183.69619393348694
True,True,2,1,5,False,False,5.1782436,0.047886234,2.7902644,0.068189375,46.12372183799744,192.01932573318481
True,True,2,1,9,True,True,5.186797,0.047954094,2.7942185,0.06830482,45.494359731674194,240.22289896011353
True,True,2,1,9,True,False,5.186991,0.047912147,2.7917743,0.06825918,44.901203870773315,210.93202090263367
True,True,2,1,9,False,True,5.165272,0.047779266,2.7840314,0.0679345,44.0288770198822,204.206228017807
True,True,2,1,9,False,False,5.1775303,0.047847137,2.7879863,0.0680284,43.90530776977539,200.22870087623596
False,True,2,1,1,True,True,5.604573,0.051231988,2.9852169,0.07397729,43.5926730632782,156.1931610107422
False,True,2,1,1,True,False,5.6102047,0.05120971,2.983919,0.07417496,49.076387882232666,168.5605239868164
False,True,2,1,1,False,True,5.5924897,0.051080897,2.976413,0.07372108,44.23407292366028,159.2114610671997
False,True,2,1,1,False,False,5.6011214,0.051129118,2.9792225,0.074018724,41.65798497200012,156.12255001068115
False,True,2,1,5,True,True,5.6021295,0.051187903,2.982648,0.07391475,44.635964155197144,173.83933782577515
False,True,2,1,5,True,False,5.610977,0.05122217,2.984645,0.074199505,44.50075912475586,171.21565294265747
False,True,2,1,5,False,True,5.572575,0.05086648,2.9639192,0.0733386,43.63440990447998,172.68228197097778
False,True,2,1,5,False,False,5.592043,0.051068455,2.975688,0.07387064,43.77953386306763,171.99846410751343
False,True,2,1,9,True,True,5.5979424,0.051155254,2.9807456,0.073869064,44.44092082977295,177.47283291816711
False,True,2,1,9,True,False,5.607232,0.051178034,2.9820728,0.074120186,45.980713844299316,177.2544870376587
False,True,2,1,9,False,True,5.567363,0.05084868,2.962882,0.073293485,45.11875510215759,177.41876912117004
False,True,2,1,9,False,False,5.587582,0.051038403,2.973937,0.07380846,43.169124126434326,169.56346797943115
