include_covariates,include_itself,include_motif_information,k_motifs,no_points_after_motif,do_normalization,include_similarity,RMSE,WAPE,MAE,MAPE,Time_Processing,Time_Overall
True,True,2,1,1,True,True,139.27173,0.09478763,53.091503,inf,44.37087798118591,328.4968571662903
True,True,2,1,1,True,False,139.65494,0.09421244,52.769333,inf,45.928807497024536,274.2980372905731
True,True,2,1,1,False,True,136.33893,0.09336776,52.296223,inf,43.563448429107666,251.6739366054535
True,True,2,1,1,False,False,142.61153,0.094936796,53.175053,inf,40.44612240791321,268.63187170028687
True,True,2,1,2,True,True,137.56381,0.0941293,52.722767,inf,39.14733958244324,315.02324652671814
True,True,2,1,2,True,False,136.68294,0.094387494,52.867386,inf,40.82349395751953,270.3560719490051
True,True,2,1,2,False,True,141.94429,0.09510665,53.270184,inf,39.90741515159607,233.05390095710754
True,True,2,1,2,False,False,138.4705,0.09420936,52.76761,inf,39.994611501693726,251.6364231109619
True,True,2,1,6,True,True,144.04819,0.09658653,54.099087,inf,40.83775448799133,248.09959602355957
True,True,2,1,6,True,False,140.21112,0.09531198,53.385193,inf,39.108559131622314,234.64783763885498
True,True,2,1,6,False,True,139.10619,0.094725,53.05642,inf,39.81374764442444,223.48657202720642
True,True,2,1,6,False,False,137.60713,0.09378601,52.530483,inf,38.7637505531311,220.72248578071594
True,True,2,1,12,True,True,137.54839,0.094454914,52.905144,inf,40.13161110877991,237.83199858665466
True,True,2,1,12,True,False,136.37349,0.09326716,52.239872,inf,39.80979943275452,234.13681149482727
True,True,2,1,12,False,True,134.03558,0.092411995,51.760883,inf,39.703176498413086,244.0688796043396
True,True,2,1,12,False,False,136.52347,0.09323781,52.22343,inf,39.589258670806885,242.00292873382568
True,True,2,1,24,True,True,132.91298,0.09346281,52.349457,inf,42.97192335128784,281.4991223812103
True,True,2,1,24,True,False,131.51196,0.09210593,51.589455,inf,41.75040125846863,284.8094000816345
True,True,2,1,24,False,True,131.38864,0.09111764,51.035904,inf,42.954519271850586,288.688462972641
True,True,2,1,24,False,False,130.5647,0.09150489,51.252808,inf,40.42404866218567,263.8659460544586
False,True,2,1,1,True,True,144.36827,0.10585892,59.292645,inf,38.89566659927368,194.05918955802917
False,True,2,1,1,True,False,135.99193,0.103661254,58.061707,inf,38.713523387908936,186.0495903491974
False,True,2,1,1,False,True,145.70264,0.105565734,59.12843,inf,38.88210153579712,187.5342013835907
False,True,2,1,1,False,False,138.72198,0.103995934,58.249165,inf,38.290700912475586,188.17991280555725
False,True,2,1,2,True,True,148.513,0.106067955,59.409725,inf,38.89669728279114,203.94256806373596
False,True,2,1,2,True,False,138.7941,0.10457088,58.5712,inf,39.12651491165161,185.47178030014038
False,True,2,1,2,False,True,147.3529,0.10552758,59.10706,inf,38.714179277420044,192.29005765914917
False,True,2,1,2,False,False,142.17755,0.10459061,58.58225,inf,37.88702583312988,188.2966251373291
False,True,2,1,6,True,True,146.30997,0.10602734,59.38698,inf,40.400331020355225,201.23008918762207
False,True,2,1,6,True,False,147.1892,0.10573337,59.22232,inf,39.448113679885864,196.88713955879211
False,True,2,1,6,False,True,143.83945,0.10442494,58.489456,inf,39.64819407463074,201.665620803833
False,True,2,1,6,False,False,145.71503,0.104311615,58.425983,inf,39.226736307144165,203.335599899292
False,True,2,1,12,True,True,151.30981,0.106393404,59.59201,inf,42.528764486312866,230.56833338737488
False,True,2,1,12,True,False,154.51315,0.10666193,59.742416,inf,42.14546275138855,212.7723159790039
False,True,2,1,12,False,True,144.61583,0.10232781,57.314835,inf,41.741515159606934,217.26134324073792
False,True,2,1,12,False,False,143.5341,0.10276784,57.5613,inf,41.482359886169434,220.76527643203735
False,True,2,1,24,True,True,148.47185,0.10367624,58.0701,inf,51.12443828582764,271.5320997238159
False,True,2,1,24,True,False,150.80775,0.10436209,58.454258,inf,49.24379897117615,275.4595937728882
False,True,2,1,24,False,True,140.90631,0.100481726,56.280827,inf,49.858988523483276,264.67843556404114
False,True,2,1,24,False,False,148.32211,0.10219289,57.239265,inf,47.81554889678955,240.5024118423462
