include_covariates,include_itself,include_motif_information,k_motifs,no_points_after_motif,do_normalization,include_similarity,RMSE,WAPE,MAE,MAPE,Time_Processing,Time_Overall
True,True,3,1,24,False,True,126.637276,0.08992038,50.365307,inf,48.612996339797974,381.48233914375305
True,True,3,1,24,False,False,129.91365,0.089790754,50.2927,inf,44.718299865722656,319.0452723503113
True,True,5,1,24,False,True,128.85992,0.089857906,50.330315,inf,47.8364691734314,368.9607479572296
True,True,5,1,24,False,False,128.26472,0.08939414,50.070553,inf,44.273175954818726,378.3233439922333
False,True,3,1,24,False,True,138.98099,0.09945712,55.706932,inf,50.442277669906616,306.87959027290344
False,True,3,1,24,False,False,142.19865,0.101063035,56.60642,inf,56.4715461730957,306.6806082725525
False,True,5,1,24,False,True,136.00923,0.09821133,55.00915,inf,73.20811009407043,357.47581124305725
False,True,5,1,24,False,False,142.85693,0.10029258,56.174877,inf,74.13447165489197,337.667471408844
