include_covariates,include_itself,include_motif_information,k_motifs,no_points_after_motif,do_normalization,include_similarity,RMSE,WAPE,MAE,MAPE,Time_Processing,Time_Overall
True,True,19,2,9,False,True,5.1089916,0.047175493,2.7488506,0.066963874,76.22326922416687,256.5150520801544
True,True,19,3,9,False,True,5.1004505,0.047113556,2.7452416,0.06682662,96.69464921951294,315.3499011993408
True,True,21,2,9,False,True,5.1103396,0.047191437,2.7497797,0.066985846,76.84881377220154,260.0017499923706
True,True,21,3,9,False,True,5.099231,0.047116913,2.7454371,0.06689812,97.37549090385437,372.0937888622284
True,True,23,2,9,False,True,5.1063766,0.047192864,2.7498627,0.06707118,89.53999209403992,378.3612308502197
True,True,23,3,9,False,True,5.0903354,0.047072075,2.7428246,0.0667816,96.18139004707336,507.04351687431335
