include_covariates,include_itself,include_motif_information,k_motifs,no_points_after_motif,do_normalization,include_similarity,RMSE,WAPE,MAE,MAPE,Time_Processing,Time_Overall
True,True,7,1,24,False,True,0.010041496,0.06797057,0.0036703963,0.0755187,14.261718988418579,732.210638999939
True,True,7,1,24,False,False,0.014489321,0.09786338,0.005284602,0.10510396,14.639287948608398,707.1816308498383
True,True,9,1,24,False,True,0.009375666,0.06658135,0.0035953792,0.071926884,15.694193840026855,750.7790949344635
True,True,9,1,24,False,False,0.014365195,0.09337839,0.0050424132,0.09430597,14.842645645141602,728.733834028244
True,True,11,1,24,False,True,0.010087365,0.06647445,0.0035896064,0.06960957,15.615103960037231,933.1089699268341
True,True,11,1,24,False,False,0.013746112,0.085219555,0.004601838,0.09168504,16.810728073120117,892.4207601547241
