include_covariates,include_itself,include_motif_information,k_motifs,no_points_after_motif,do_normalization,include_similarity,RMSE,WAPE,MAE,MAPE,Time_Processing,Time_Overall
True,True,7,1,24,False,True,0.018968575,0.015441444,0.0115421545,0.04808995,0.8252730369567871,8.373334884643555
True,True,7,1,24,False,False,0.018962588,0.015441532,0.0115422215,0.04799198,0.8101181983947754,8.377699136734009
True,True,9,1,24,False,True,0.018957213,0.0154191395,0.011525484,0.04811168,0.8335938453674316,8.90959906578064
True,True,9,1,24,False,False,0.018959712,0.015442981,0.011543305,0.0482534,0.8494081497192383,8.687668085098267
True,True,11,1,24,False,True,0.020877514,0.016161907,0.012080686,0.048328143,0.8852970600128174,10.685303926467896
True,True,11,1,24,False,False,0.020912776,0.016232194,0.012133224,0.048578206,0.9323832988739014,11.189561128616333
