include_covariates,include_itself,include_motif_information,k_motifs,no_points_after_motif,do_normalization,include_similarity,RMSE,WAPE,MAE,MAPE,Time_Processing,Time_Overall
True,True,1,1,1,True,True,0.015334084,0.11499544,0.0062097297,0.12800166,13.282459020614624,477.291610956192
True,True,1,1,1,True,False,0.014316841,0.11023485,0.0059526586,0.1260638,13.145464897155762,682.4530639648438
True,True,1,1,1,False,True,0.015324744,0.11605836,0.0062671266,0.13495982,13.31825876235962,476.5127410888672
True,True,1,1,1,False,False,0.014685251,0.11389315,0.006150206,0.13050385,13.602148056030273,479.5831232070923
True,True,1,1,2,True,True,0.01517349,0.11490418,0.0062048016,0.12908593,13.635470151901245,460.2050790786743
True,True,1,1,2,True,False,0.014356757,0.10964586,0.005920853,0.12615958,13.886255979537964,5741.0752389431
True,True,1,1,2,False,True,0.015010215,0.1171373,0.0063253893,0.13075142,13.163103103637695,1891.5284099578857
True,True,1,1,2,False,False,0.015028084,0.114967704,0.0062082317,0.13207804,15.616571187973022,653.325572013855
True,True,1,1,6,True,True,0.017018765,0.11999435,0.0064796694,0.12327587,16.645911931991577,769.6817770004272
True,True,1,1,6,True,False,0.016822333,0.11833645,0.006390143,0.12674361,17.522121906280518,761.2406859397888
True,True,1,1,6,False,True,0.01577583,0.113463484,0.006127004,0.11221252,17.264230012893677,801.8916490077972
True,True,1,1,6,False,False,0.0155410655,0.11420912,0.0061672684,0.12261696,17.250446796417236,2823.0461246967316
True,True,1,1,12,True,True,0.018172136,0.11649393,0.0062906477,0.120998584,13.776251792907715,972.8922729492188
True,True,1,1,12,True,False,0.019469053,0.11888028,0.0064195096,0.124363154,15.475009202957153,604.3436691761017
True,True,1,1,12,False,True,0.014722905,0.10073109,0.0054394575,0.10003726,14.297048091888428,595.5168240070343
True,True,1,1,12,False,False,0.017233953,0.11148344,0.006020082,0.112063386,14.047165870666504,556.5537252426147
True,True,1,1,24,True,True,0.016827926,0.09711517,0.0052441987,0.106596276,14.681733131408691,665.6402039527893
True,True,1,1,24,True,False,0.020379715,0.11752646,0.006346404,0.120455034,14.492830991744995,652.1305856704712
True,True,1,1,24,False,True,0.009312745,0.062083997,0.0033525226,0.07068771,14.948008060455322,757.5235452651978
True,True,1,1,24,False,False,0.018277124,0.10571722,0.0057087075,0.106407866,15.662842988967896,764.1708719730377
False,True,1,1,1,True,True,0.013733276,0.11560528,0.006242661,0.13782214,21.82129192352295,460.70184421539307
False,True,1,1,1,True,False,0.012102237,0.10834437,0.005850573,0.13155046,13.621610164642334,409.20406913757324
False,True,1,1,1,False,True,0.014477341,0.11855898,0.00640216,0.14258221,13.54060697555542,467.0908877849579
False,True,1,1,1,False,False,0.013064294,0.11345222,0.006126396,0.1355681,13.470121145248413,432.9020400047302
False,True,1,1,2,True,True,0.013713915,0.11544184,0.006233835,0.13740508,14.287302017211914,456.87675285339355
False,True,1,1,2,True,False,0.012466286,0.108195715,0.005842546,0.13179703,13.727055788040161,435.61896991729736
False,True,1,1,2,False,True,0.014428456,0.11826526,0.0063862987,0.13376167,13.25869607925415,455.50913286209106
False,True,1,1,2,False,False,0.013687226,0.11666761,0.0063000266,0.13632943,13.270278930664062,442.86964297294617
False,True,1,1,6,True,True,0.01636326,0.11784688,0.006363706,0.125423,14.339345216751099,515.755115032196
False,True,1,1,6,True,False,0.015980257,0.11636965,0.0062839366,0.1274432,13.701584100723267,525.2114129066467
False,True,1,1,6,False,True,0.01581004,0.10943589,0.005909515,0.102003664,14.786948919296265,503.0159959793091
False,True,1,1,6,False,False,0.014359031,0.107399516,0.0057995515,0.11128049,23.12626886367798,558.3699369430542
False,True,1,1,12,True,True,0.018659778,0.11486313,0.0062025846,0.11723911,18.483743906021118,577.9078052043915
False,True,1,1,12,True,False,0.019394785,0.11728002,0.0063330964,0.12179987,20.70391011238098,576.6127710342407
False,True,1,1,12,False,True,0.013445765,0.085031174,0.004591665,0.07909567,15.270303964614868,548.7167987823486
False,True,1,1,12,False,False,0.015362077,0.098714,0.005330535,0.099310696,14.992943286895752,511.5945773124695
False,True,1,1,24,True,True,0.016936861,0.08995242,0.0048574116,0.10193711,17.700491189956665,955.8456392288208
False,True,1,1,24,True,False,0.020107605,0.10738723,0.005798888,0.111975886,20.943419933319092,700.6147327423096
False,True,1,1,24,False,True,0.007846516,0.03693746,0.0019946152,0.040575065,17.020771980285645,683.191722869873
False,True,1,1,24,False,False,0.01598456,0.07880075,0.004255224,0.07824339,18.467095136642456,685.4135601520538
