include_covariates,include_itself,include_motif_information,k_motifs,no_points_after_motif,do_normalization,include_similarity,RMSE,WAPE,MAE,MAPE,Time_Processing,Time_Overall
True,True,3,1,6,False,True,0.018746216,0.015445916,0.011545498,0.048196305,0.7409489154815674,6.866933822631836
True,True,3,1,6,False,False,0.018687986,0.015334392,0.011462136,0.048030786,0.7525510787963867,7.301844120025635
True,True,5,1,6,False,True,0.0209303,0.016222198,0.012125752,0.048378933,0.7886638641357422,9.246322870254517
True,True,5,1,6,False,False,0.020936633,0.016260391,0.012154301,0.04874975,0.8615601062774658,9.152262926101685
False,True,3,1,6,False,True,0.018724794,0.015381828,0.0114975935,0.047405485,0.7843639850616455,6.601590633392334
False,True,3,1,6,False,False,0.018641144,0.015280526,0.011421872,0.04743611,0.7995679378509521,6.916517972946167
False,True,5,1,6,False,True,0.020904785,0.016198138,0.012107768,0.048092596,0.9118809700012207,8.867424964904785
False,True,5,1,6,False,False,0.020900186,0.016185885,0.0120986095,0.04789772,1.1364450454711914,9.058860778808594
